ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,GenZ lifestyle_7d_avg,GenZ lifestyle_7d_avg_lower,GenZ lifestyle_7d_avg_upper,GenZ lifestyle_growth,GenZ lifestyle_growth_lower,GenZ lifestyle_growth_upper,GenZ lifestyle_momentum,GenZ lifestyle_momentum_lower,GenZ lifestyle_momentum_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-08-23,0.0220282,0.028027338496261905,0.20318731257561173,0.0220282,0.0220282,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.08832645536031052,0.08832645536031052,0.08832645536031052,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.007360313480956067,-0.007360313480956067,-0.007360313480956067,0.0,0.0,0.0,0.11035465536031051
2025-08-24,0.02219298043478261,-0.00419524097815462,0.1695919512575842,0.02219298043478261,0.02219298043478261,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.06401258605900911,0.06401258605900911,0.06401258605900911,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.03167418278225746,-0.03167418278225746,-0.03167418278225746,0.0,0.0,0.0,0.08620556649379173
2025-08-25,0.02235776086956522,0.009093566948360013,0.18026596420913035,0.02235776086956522,0.02235776086956522,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.07163187509692187,0.07163187509692187,0.07163187509692187,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.024054893744344705,-0.024054893744344705,-0.024054893744344705,0.0,0.0,0.0,0.09398963596648709
2025-08-26,0.02252254130434783,0.034938053077520535,0.19972467534505017,0.02252254130434783,0.02252254130434783,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.09583121011191537,0.09583121011191537,0.09583121011191537,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.00014444127064878933,0.00014444127064878933,0.00014444127064878933,0.0,0.0,0.0,0.1183537514162632
2025-08-27,0.02268732173936736,0.025642577891606573,0.1920393864122305,0.02268732173936736,0.02268732173936736,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.08799493495390344,0.08799493495390344,0.08799493495390344,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.007691833887363137,-0.007691833887363137,-0.007691833887363137,0.0,0.0,0.0,0.1106822566932708
2025-08-28,0.022852102174386886,0.061016870297904736,0.2342749281978134,0.022852102174386886,0.022852102174386886,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.12776005884130429,0.12776005884130429,0.12776005884130429,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.03207329000003771,0.03207329000003771,0.03207329000003771,0.0,0.0,0.0,0.15061216101569116
2025-08-29,0.023016882609406417,0.07484015740848149,0.2399871886189972,0.023016882609406417,0.023016882609406417,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.13425026146560465,0.13425026146560465,0.13425026146560465,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.038563492624338065,0.038563492624338065,0.038563492624338065,0.0,0.0,0.0,0.15726714407501108
2025-08-30,0.023181663043181065,0.02857501597684038,0.19856967377312065,0.023181663043181065,0.023181663043181065,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.08832645536026154,0.08832645536026154,0.08832645536026154,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.007360313481005043,-0.007360313481005043,-0.007360313481005043,0.0,0.0,0.0,0.1115081184034426
2025-08-31,0.023346443476955712,0.0060037021264626456,0.17914752588689892,0.023346443476955712,0.023346443476955712,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.06401258605898257,0.06401258605898257,0.06401258605898257,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.03167418278228401,-0.03167418278228401,-0.03167418278228401,0.0,0.0,0.0,0.08735902953593827
2025-09-01,0.023511223910730364,0.009926690022318087,0.17298900105612183,0.023511223910730364,0.023511223910730364,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.07163187509691991,0.07163187509691991,0.07163187509691991,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.024054893744346665,-0.024054893744346665,-0.024054893744346665,0.0,0.0,0.0,0.09514309900765028
2025-09-02,0.02367600434627728,0.026729174845487865,0.2052097682008452,0.02367600434627728,0.02367600434627728,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.09583121011191012,0.09583121011191012,0.09583121011191012,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.0001444412706435392,0.0001444412706435392,0.0001444412706435392,0.0,0.0,0.0,0.1195072144581874
2025-09-03,0.023840784781824203,0.02214644404670359,0.20121677698611937,0.023840784781824203,0.023840784781824203,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.08799493495392138,0.08799493495392138,0.08799493495392138,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.0076918338873451985,-0.0076918338873451985,-0.0076918338873451985,0.0,0.0,0.0,0.11183571973574559
2025-09-04,0.024005565217371124,0.06664317933386879,0.23560684384705788,0.024005565217371124,0.024005565217371124,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.1277600588411814,0.1277600588411814,0.1277600588411814,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.03207328999991482,0.03207328999991482,0.03207328999991482,0.0,0.0,0.0,0.15176562405855254
2025-09-05,0.024170345653204646,0.07048495123395071,0.2476986226878957,0.024170345653204646,0.024170345653204646,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.13425026146555374,0.13425026146555374,0.13425026146555374,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.03856349262428717,0.03856349262428717,0.03856349262428717,0.0,0.0,0.0,0.15842060711875838
2025-09-06,0.024335126089038168,0.02792575518546436,0.1927297215287513,0.024335126089038168,0.024335126089038168,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.08832645536025631,0.08832645536025631,0.08832645536025631,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.0073603134810102675,-0.0073603134810102675,-0.0073603134810102675,0.0,0.0,0.0,0.11266158144929447
2025-09-07,0.02449990652487169,0.002263451937600885,0.17629300387789654,0.02449990652487169,0.02449990652487169,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.06401258605898923,0.06401258605898923,0.06401258605898923,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.031674182782277356,-0.031674182782277356,-0.031674182782277356,0.0,0.0,0.0,0.08851249258386092
2025-09-08,0.024664686962818712,0.009943041210649558,0.17370769480198087,0.024664686962818712,0.024664686962818712,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.07163187509695013,0.07163187509695013,0.07163187509695013,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.02405489374431646,-0.02405489374431646,-0.02405489374431646,0.0,0.0,0.0,0.09629656205976883
2025-09-09,0.024829467400765734,0.037299845322030976,0.20744631577984804,0.024829467400765734,0.024829467400765734,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.09583121011191369,0.09583121011191369,0.09583121011191369,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.00014444127064710145,0.00014444127064710145,0.00014444127064710145,0.0,0.0,0.0,0.12066067751267942
2025-09-10,0.024994247838712756,0.02831612466533372,0.18981569669605639,0.024994247838712756,0.024994247838712756,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.08799493495393931,0.08799493495393931,0.08799493495393931,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.0076918338873272615,-0.0076918338873272615,-0.0076918338873272615,0.0,0.0,0.0,0.11298918279265208
2025-09-11,0.025159028275384614,0.06719549753973887,0.23946398627856194,0.025159028275384614,0.025159028275384614,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.12776005884123645,0.12776005884123645,0.12776005884123645,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.03207328999996986,0.03207328999996986,0.03207328999996986,0.0,0.0,0.0,0.15291908711662106
2025-09-12,0.025323808712056473,0.07330945049348479,0.2395993085454558,0.025323808712056473,0.025323808712056473,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.13425026146568034,0.13425026146568034,0.13425026146568034,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.038563492624413755,0.038563492624413755,0.038563492624413755,0.0,0.0,0.0,0.1595740701777368
2025-09-13,0.02548858915034407,0.027595000126318513,0.20162227464716753,0.02548858915034407,0.02548858915034407,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.08832645536016358,0.08832645536016358,0.08832645536016358,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.007360313481103001,-0.007360313481103001,-0.007360313481103001,0.0,0.0,0.0,0.11381504451050764
2025-09-14,0.025653369588631666,0.006114696901669651,0.17119513423162575,0.025653369588631666,0.025653369588631666,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.06401258605899587,0.06401258605899587,0.06401258605899587,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.0316741827822707,-0.0316741827822707,-0.0316741827822707,0.0,0.0,0.0,0.08966595564762754
2025-09-15,0.025818150026919263,0.010571947898937287,0.18254813799437222,0.025818150026919263,0.025818150026919263,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.0716318750968663,0.0716318750968663,0.0716318750968663,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.02405489374440027,-0.02405489374440027,-0.02405489374440027,0.0,0.0,0.0,0.09745002512378556
2025-09-16,0.025982930466544537,0.03767283726467682,0.20173084269257527,0.025982930466544537,0.025982930466544537,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.09583121011191266,0.09583121011191266,0.09583121011191266,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.00014444127064607362,0.00014444127064607362,0.00014444127064607362,0.0,0.0,0.0,0.1218141405784572
2025-09-17,0.02614771090616981,0.02960273767097854,0.20727783677828843,0.02614771090616981,0.02614771090616981,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.08799493495393355,0.08799493495393355,0.08799493495393355,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.007691833887333025,-0.007691833887333025,-0.007691833887333025,0.0,0.0,0.0,0.11414264586010336
2025-09-18,0.02631249134579508,0.06810778536748634,0.23873669141377654,0.02631249134579508,0.02631249134579508,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.12776005884125302,0.12776005884125302,0.12776005884125302,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.03207328999998643,0.03207328999998643,0.03207328999998643,0.0,0.0,0.0,0.1540725501870481
2025-09-19,0.026477271785590104,0.07683015358163857,0.24540465067754014,0.026477271785590104,0.026477271785590104,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.13425026146562943,0.13425026146562943,0.13425026146562943,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.03856349262436285,0.03856349262436285,0.03856349262436285,0.0,0.0,0.0,0.16072753325121952
2025-09-20,0.02664205222538513,0.03225670778746188,0.2000101444165876,0.02664205222538513,0.02664205222538513,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.08832645536037324,0.08832645536037324,0.08832645536037324,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.0073603134808933384,-0.0073603134808933384,-0.0073603134808933384,0.0,0.0,0.0,0.11496850758575837
2025-09-21,0.026806832665180153,0.003352173452913053,0.18236433873002814,0.026806832665180153,0.026806832665180153,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.06401258605900254,0.06401258605900254,0.06401258605900254,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.03167418278226405,-0.03167418278226405,-0.03167418278226405,0.0,0.0,0.0,0.09081941872418269
2025-09-22,0.02697161310543577,0.01582721715119087,0.17411431507411043,0.02697161310543577,0.02697161310543577,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.0716318750968965,0.0716318750968965,0.0716318750968965,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.024054893744370073,-0.024054893744370073,-0.024054893744370073,0.0,0.0,0.0,0.09860348820233228
2025-09-23,0.02713639354569139,0.03296384522870213,0.20129992470579572,0.02713639354569139,0.02713639354569139,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.09583121011191585,0.09583121011191585,0.09583121011191585,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.00014444127064926898,0.00014444127064926898,0.00014444127064926898,0.0,0.0,0.0,0.12296760365760724
2025-09-24,0.02730117398594701,0.03155299534845546,0.2047428957429374,0.02730117398594701,0.02730117398594701,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.0879949349539752,0.0879949349539752,0.0879949349539752,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.0076918338872913865,-0.0076918338872913865,-0.0076918338872913865,0.0,0.0,0.0,0.1152961089399222
2025-09-25,0.027465954427186287,0.0710537984426374,0.23682296936868702,0.027465954427186287,0.027465954427186287,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.12776005884126956,0.12776005884126956,0.12776005884126956,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.03207329000000299,0.03207329000000299,0.03207329000000299,0.0,0.0,0.0,0.15522601326845586
2025-09-26,0.027630734868425568,0.08096148767657317,0.2481889202328842,0.027630734868425568,0.027630734868425568,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.13425026146566982,0.13425026146566982,0.13425026146566982,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.03856349262440323,0.03856349262440323,0.03856349262440323,0.0,0.0,0.0,0.1618809963340954
2025-09-27,0.02779551530966485,0.029117429458659597,0.20380315358951095,0.02779551530966485,0.02779551530966485,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.08832645536032427,0.08832645536032427,0.08832645536032427,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.007360313480942315,-0.007360313480942315,-0.007360313480942315,0.0,0.0,0.0,0.11612197066998911
2025-09-28,0.027960295750072996,0.005242321160158223,0.1772117243014941,0.027960295750072996,0.027960295750072996,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.06401258605897599,0.06401258605897599,0.06401258605897599,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.031674182782290596,-0.031674182782290596,-0.031674182782290596,0.0,0.0,0.0,0.09197288180904899
2025-09-29,0.028125076190481147,0.009063845169318232,0.17914268145964793,0.028125076190481147,0.028125076190481147,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.07163187509689455,0.07163187509689455,0.07163187509689455,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.02405489374437203,-0.02405489374437203,-0.02405489374437203,0.0,0.0,0.0,0.09975695128737569
2025-09-30,0.028289856630889298,0.03847477947133255,0.21552007836208767,0.028289856630889298,0.028289856630889298,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.09583121011191904,0.09583121011191904,0.09583121011191904,0.09568676884126658,0.09568676884126658,0.09568676884126658,0.00014444127065246695,0.00014444127065246695,0.00014444127065246695,0.0,0.0,0.0,0.12412106674280834
2025-10-01,0.028454637070692297,0.030514127804817364,0.20310177743605626,0.028454637070692297,0.028454637070692297,0.0935311629979843,0.0935311629979843,0.0935311629979843,0.006665148954758572,0.006665148954758572,0.006665148954758572,-0.004509543111476284,-0.004509543111476284,-0.004509543111476284,0.08799493495390036,0.08799493495390036,0.08799493495390036,0.09568676884126658,0.09568676884126658,0.09568676884126658,-0.007691833887366229,-0.007691833887366229,-0.007691833887366229,0.0,0.0,0.0,0.11644957202459266
